eventid,iyear,imonth,iday,country_txt,region_txt,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt,nkill,nwound,summary
1970001917,2017,10,16,Guatemala,Central America & Caribbean,Guatemala City,Armed Assault,Private Citizens & Property,MS-13 splinter,Melee,1,10,MS-13 splinter attacked Private Citizens & Property in Guatemala City using melee. 1 killed and 10 wounded reported.
1970001918,2017,12,10,El Salvador,Central America & Caribbean,San Salvador,Armed Assault,Transportation,MS-13 splinter,Explosives,1,5,Improvised explosive device targeting transportation detonated in San Salvador; MS-13 splinter suspected.
1970001919,2017,6,11,El Salvador,Central America & Caribbean,San Salvador,Bombing/Explosion,Religious Figures/Institutions,Unknown,Incendiary,1,5,Coordinated Bombing/Explosion on Religious Figures/Institutions in San Salvador. Attribution to Unknown.
1970001920,2018,3,11,Spain,Western Europe,Barcelona,Bombing/Explosion,Government (General),Basque separatist faction,Firearms,1,7,Improvised explosive device targeting government (general) detonated in Barcelona; Basque separatist faction suspected.
1970001921,2018,4,13,Italy,Western Europe,Milan,Hijacking,Military,IRA-aligned militants,Incendiary,2,6,IRA-aligned militants attacked Military in Milan using incendiary. 2 killed and 6 wounded reported.
1970001922,2018,10,14,Belgium,Western Europe,Brussels,Assassination,Journalists & Media,Basque separatist faction,Melee,1,3,Assassination targeting Journalists & Media in Brussels; 1 fatalities. Claim by Basque separatist faction.
1970001923,2018,8,25,Spain,Western Europe,Barcelona,Hijacking,Religious Figures/Institutions,Far-right cell,Incendiary,10,33,"Far-right cell conducted a Hijacking on a religious figures/institutions target in Barcelona, causing 10 deaths."
1970001924,2018,12,19,Poland,Eastern Europe,Krakow,Assassination,Religious Figures/Institutions,Chechen militants,Firearms,3,3,Assassination targeting Religious Figures/Institutions in Krakow; 3 fatalities. Claim by Chechen militants.
1970001925,2018,4,5,Poland,Eastern Europe,Warsaw,Unarmed Assault,Police,Chechen militants,Chemical,1,0,Chechen militants attacked Police in Warsaw using chemical. 1 killed and 0 wounded reported.
1970001926,2018,10,6,Romania,Eastern Europe,Cluj-Napoca,Assassination,Utilities,Russian-backed separatists,Chemical,2,1,Improvised explosive device targeting utilities detonated in Cluj-Napoca; Russian-backed separatists suspected.
1970001927,2018,9,3,Romania,Eastern Europe,Bucharest,Hijacking,Government (General),Chechen militants,Firearms,3,9,"Chechen militants conducted a Hijacking on a government (general) target in Bucharest, causing 3 deaths."
1970001928,2018,5,21,Iraq,Middle East & North Africa,Mosul,Hijacking,Religious Figures/Institutions,Houthi militants,Explosives,1,4,Coordinated Hijacking on Religious Figures/Institutions in Mosul. Attribution to Houthi militants.
1970001929,2018,9,3,Libya,Middle East & North Africa,Misrata,Facility/Infrastructure Attack,Transportation,Local jihadist cell,Melee,3,10,Improvised explosive device targeting transportation detonated in Misrata; Local jihadist cell suspected.
1970001930,2018,12,6,Libya,Middle East & North Africa,Tripoli,Armed Assault,Military,Houthi militants,Incendiary,1,8,Armed Assault targeting Military in Tripoli; 1 fatalities. Claim by Houthi militants.
1970001931,2018,9,14,Lebanon,Middle East & North Africa,Tyre,Bombing/Explosion,Transportation,ISIL-affiliated,Melee,2,5,"ISIL-affiliated conducted a Bombing/Explosion on a transportation target in Tyre, causing 2 deaths."
1970001932,2018,6,11,Kenya,Sub-Saharan Africa,Mombasa,Facility/Infrastructure Attack,Transportation,ISWAP,Sabotage Equipment,1,5,Improvised explosive device targeting transportation detonated in Mombasa; ISWAP suspected.
1970001933,2018,1,15,Sudan,Sub-Saharan Africa,Darfur,Armed Assault,Utilities,Al-Shabaab,Vehicle (non-explosive),0,7,Coordinated Armed Assault on Utilities in Darfur. Attribution to Al-Shabaab.
1970001934,2018,4,28,South Africa,Sub-Saharan Africa,Johannesburg,Hijacking,Private Citizens & Property,ISWAP,Melee,0,1,Coordinated Hijacking on Private Citizens & Property in Johannesburg. Attribution to ISWAP.
1970001935,2018,1,18,Mali,Sub-Saharan Africa,Timbuktu,Unarmed Assault,Government (General),ISWAP,Melee,9,25,Coordinated Unarmed Assault on Government (General) in Timbuktu. Attribution to ISWAP.
1970001936,2018,8,11,Afghanistan,South Asia,Kandahar,Armed Assault,NGO,Taliban-affiliated,Vehicle (non-explosive),2,5,Armed Assault targeting NGO in Kandahar; 2 fatalities. Claim by Taliban-affiliated.
1970001937,2018,11,7,Sri Lanka,South Asia,Jaffna,Unarmed Assault,Educational Institution,Maoist insurgents,Sabotage Equipment,3,18,Coordinated Unarmed Assault on Educational Institution in Jaffna. Attribution to Maoist insurgents.
1970001938,2018,10,20,Pakistan,South Asia,Lahore,Unarmed Assault,NGO,Tehrik-i-Taliban Pakistan,Incendiary,9,17,Unarmed Assault targeting NGO in Lahore; 9 fatalities. Claim by Tehrik-i-Taliban Pakistan.
1970001939,2018,4,17,Afghanistan,South Asia,Kandahar,Bombing/Explosion,Educational Institution,Tehrik-i-Taliban Pakistan,Chemical,111,294,Improvised explosive device targeting educational institution detonated in Kandahar; Tehrik-i-Taliban Pakistan suspected.
1970001940,2018,2,23,Thailand,Southeast Asia,Pattani,Assassination,Transportation,Unknown,Explosives,3,3,"Unknown conducted a Assassination on a transportation target in Pattani, causing 3 deaths."
1970001941,2018,2,15,Thailand,Southeast Asia,Yala,Bombing/Explosion,NGO,Unknown,Vehicle (non-explosive),3,35,Unknown attacked NGO in Yala using vehicle (non-explosive). 3 killed and 35 wounded reported.
1970001942,2018,1,5,Philippines,Southeast Asia,Manila,Unarmed Assault,Business,MILF dissidents,Explosives,1,5,"MILF dissidents conducted a Unarmed Assault on a business target in Manila, causing 1 deaths."
1970001943,2018,6,16,Thailand,Southeast Asia,Pattani,Bombing/Explosion,Private Citizens & Property,BIFF,Sabotage Equipment,0,2,Bombing/Explosion targeting Private Citizens & Property in Pattani; 0 fatalities. Claim by BIFF.
1970001944,2018,9,3,Taiwan,East Asia,Kaohsiung,Assassination,Police,Domestic militant cell,Firearms,84,435,Improvised explosive device targeting police detonated in Kaohsiung; Domestic militant cell suspected.
1970001945,2018,11,3,South Korea,East Asia,Seoul,Assassination,Journalists & Media,Domestic militant cell,Melee,10,31,"Domestic militant cell conducted a Assassination on a journalists & media target in Seoul, causing 10 deaths."
1970001946,2018,5,23,Japan,East Asia,Osaka,Hijacking,Transportation,Domestic militant cell,Explosives,1,3,"Domestic militant cell conducted a Hijacking on a transportation target in Osaka, causing 1 deaths."
1970001947,2018,2,22,China,East Asia,Shanghai,Hostage Taking (Kidnapping),Business,Domestic militant cell,Incendiary,2,9,"Domestic militant cell conducted a Hostage Taking (Kidnapping) on a business target in Shanghai, causing 2 deaths."
1970001948,2018,6,22,United States,North America,Washington,Unarmed Assault,Business,Lone-wolf attacker,Incendiary,1,2,Lone-wolf attacker attacked Business in Washington using incendiary. 1 killed and 2 wounded reported.
1970001949,2018,6,28,United States,North America,Oklahoma City,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Vehicle (non-explosive),2,5,Improvised explosive device targeting religious figures/institutions detonated in Oklahoma City; Unknown suspected.
1970001950,2018,2,27,Canada,North America,Ottawa,Unarmed Assault,NGO,Far-right cell,Vehicle (non-explosive),0,5,Far-right cell attacked NGO in Ottawa using vehicle (non-explosive). 0 killed and 5 wounded reported.
1970001951,2018,7,24,Mexico,North America,Tijuana,Hostage Taking (Kidnapping),Transportation,Unknown,Incendiary,182,403,"Unknown conducted a Hostage Taking (Kidnapping) on a transportation target in Tijuana, causing 182 deaths."
1970001952,2018,10,11,Chile,South America,Valparaíso,Bombing/Explosion,NGO,FARC-EP dissidents,Vehicle (non-explosive),1,6,"FARC-EP dissidents conducted a Bombing/Explosion on a ngo target in Valparaíso, causing 1 deaths."
1970001953,2018,1,4,Peru,South America,Lima,Unarmed Assault,Police,ELN,Vehicle (non-explosive),2,7,Improvised explosive device targeting police detonated in Lima; ELN suspected.
1970001954,2018,6,10,Brazil,South America,Rio de Janeiro,Facility/Infrastructure Attack,Government (General),ELN,Firearms,1,3,Facility/Infrastructure Attack targeting Government (General) in Rio de Janeiro; 1 fatalities. Claim by ELN.
1970001955,2018,2,28,Argentina,South America,Buenos Aires,Hijacking,Police,Unknown,Sabotage Equipment,13,31,Improvised explosive device targeting police detonated in Buenos Aires; Unknown suspected.
1970001956,2018,11,17,El Salvador,Central America & Caribbean,San Salvador,Unarmed Assault,Government (General),MS-13 splinter,Vehicle (non-explosive),9,16,"MS-13 splinter conducted a Unarmed Assault on a government (general) target in San Salvador, causing 9 deaths."
1970001957,2018,4,20,Guatemala,Central America & Caribbean,Guatemala City,Armed Assault,Government (General),MS-13 splinter,Sabotage Equipment,3,10,Coordinated Armed Assault on Government (General) in Guatemala City. Attribution to MS-13 splinter.
1970001958,2018,12,5,El Salvador,Central America & Caribbean,San Salvador,Hijacking,Religious Figures/Institutions,Local insurgent cell,Incendiary,2,2,Local insurgent cell attacked Religious Figures/Institutions in San Salvador using incendiary. 2 killed and 2 wounded reported.
1970001959,2018,2,7,Cuba,Central America & Caribbean,Havana,Hijacking,Journalists & Media,Unknown,Vehicle (non-explosive),12,25,Hijacking targeting Journalists & Media in Havana; 12 fatalities. Claim by Unknown.
1970001960,2019,8,11,France,Western Europe,Nice,Armed Assault,Utilities,Far-right cell,Chemical,3,10,"Far-right cell conducted a Armed Assault on a utilities target in Nice, causing 3 deaths."
1970001961,2019,1,2,Spain,Western Europe,Barcelona,Bombing/Explosion,Private Citizens & Property,Basque separatist faction,Melee,2,6,"Basque separatist faction conducted a Bombing/Explosion on a private citizens & property target in Barcelona, causing 2 deaths."
1970001962,2019,8,24,France,Western Europe,Marseille,Hijacking,Government (General),IRA-aligned militants,Firearms,10,40,"IRA-aligned militants conducted a Hijacking on a government (general) target in Marseille, causing 10 deaths."
1970001963,2019,1,17,United Kingdom,Western Europe,London,Unarmed Assault,Educational Institution,Basque separatist faction,Chemical,5,14,"Basque separatist faction conducted a Unarmed Assault on a educational institution target in London, causing 5 deaths."
1970001964,2019,6,17,Russia,Eastern Europe,Moscow,Hijacking,Journalists & Media,Unknown,Vehicle (non-explosive),0,8,Improvised explosive device targeting journalists & media detonated in Moscow; Unknown suspected.
1970001965,2019,2,26,Russia,Eastern Europe,Grozny,Bombing/Explosion,Business,Chechen militants,Incendiary,14,5,Improvised explosive device targeting business detonated in Grozny; Chechen militants suspected.
1970001966,2019,5,4,Romania,Eastern Europe,Cluj-Napoca,Armed Assault,Utilities,Far-right militia,Explosives,7,26,"Far-right militia conducted a Armed Assault on a utilities target in Cluj-Napoca, causing 7 deaths."
1970001967,2019,12,6,Romania,Eastern Europe,Cluj-Napoca,Bombing/Explosion,Business,Russian-backed separatists,Sabotage Equipment,3,5,Russian-backed separatists attacked Business in Cluj-Napoca using sabotage equipment. 3 killed and 5 wounded reported.
1970001968,2019,8,20,Syria,Middle East & North Africa,Homs,Hijacking,Educational Institution,Hamas-aligned,Chemical,2,1,Hijacking targeting Educational Institution in Homs; 2 fatalities. Claim by Hamas-aligned.
1970001969,2019,1,27,Yemen,Middle East & North Africa,Aden,Assassination,Religious Figures/Institutions,Hamas-aligned,Sabotage Equipment,2,1,Improvised explosive device targeting religious figures/institutions detonated in Aden; Hamas-aligned suspected.
1970001970,2019,6,14,Israel,Middle East & North Africa,Sderot,Facility/Infrastructure Attack,Journalists & Media,Unknown,Sabotage Equipment,3,3,Improvised explosive device targeting journalists & media detonated in Sderot; Unknown suspected.
1970001971,2019,2,27,Iraq,Middle East & North Africa,Kirkuk,Assassination,Journalists & Media,Al-Qaeda affiliate,Explosives,6,30,Improvised explosive device targeting journalists & media detonated in Kirkuk; Al-Qaeda affiliate suspected.
1970001972,2019,8,8,Ethiopia,Sub-Saharan Africa,Mekelle,Facility/Infrastructure Attack,Educational Institution,Al-Shabaab,Chemical,2,0,Coordinated Facility/Infrastructure Attack on Educational Institution in Mekelle. Attribution to Al-Shabaab.
1970001973,2019,8,6,Ethiopia,Sub-Saharan Africa,Addis Ababa,Bombing/Explosion,Educational Institution,Unknown,Firearms,3,3,"Unknown conducted a Bombing/Explosion on a educational institution target in Addis Ababa, causing 3 deaths."
1970001974,2019,1,15,Kenya,Sub-Saharan Africa,Garissa,Hijacking,NGO,ISWAP,Chemical,6,35,Coordinated Hijacking on NGO in Garissa. Attribution to ISWAP.
1970001975,2019,5,28,Sudan,Sub-Saharan Africa,Khartoum,Bombing/Explosion,Business,Boko Haram,Explosives,0,0,Coordinated Bombing/Explosion on Business in Khartoum. Attribution to Boko Haram.
1970001976,2019,3,27,Sri Lanka,South Asia,Colombo,Unarmed Assault,Transportation,Maoist insurgents,Vehicle (non-explosive),1,5,Coordinated Unarmed Assault on Transportation in Colombo. Attribution to Maoist insurgents.
1970001977,2019,12,3,Pakistan,South Asia,Quetta,Hostage Taking (Kidnapping),Business,Maoist insurgents,Melee,5,34,Hostage Taking (Kidnapping) targeting Business in Quetta; 5 fatalities. Claim by Maoist insurgents.
1970001978,2019,3,7,Sri Lanka,South Asia,Colombo,Unarmed Assault,Government (General),Unknown,Explosives,3,10,Unknown attacked Government (General) in Colombo using explosives. 3 killed and 10 wounded reported.
1970001979,2019,9,20,Afghanistan,South Asia,Kabul,Facility/Infrastructure Attack,Terrorists/Non-State Militia,Tehrik-i-Taliban Pakistan,Melee,2,8,Coordinated Facility/Infrastructure Attack on Terrorists/Non-State Militia in Kabul. Attribution to Tehrik-i-Taliban Pakistan.
1970001980,2019,12,19,Thailand,Southeast Asia,Pattani,Assassination,Terrorists/Non-State Militia,BIFF,Firearms,3,3,Assassination targeting Terrorists/Non-State Militia in Pattani; 3 fatalities. Claim by BIFF.
1970001981,2019,12,13,Indonesia,Southeast Asia,Jakarta,Unarmed Assault,Transportation,MILF dissidents,Incendiary,0,0,"MILF dissidents conducted a Unarmed Assault on a transportation target in Jakarta, causing 0 deaths."
1970001982,2019,6,28,Indonesia,Southeast Asia,Surabaya,Armed Assault,Police,Abu Sayyaf Group,Explosives,1,3,Armed Assault targeting Police in Surabaya; 1 fatalities. Claim by Abu Sayyaf Group.
1970001983,2019,4,13,Philippines,Southeast Asia,Mindanao,Assassination,Terrorists/Non-State Militia,Abu Sayyaf Group,Sabotage Equipment,3,8,"Abu Sayyaf Group conducted a Assassination on a terrorists/non-state militia target in Mindanao, causing 3 deaths."
1970001984,2019,3,20,South Korea,East Asia,Busan,Assassination,Government (General),Unknown,Firearms,0,8,Improvised explosive device targeting government (general) detonated in Busan; Unknown suspected.
1970001985,2019,2,19,South Korea,East Asia,Seoul,Unarmed Assault,NGO,Domestic militant cell,Firearms,1,0,Coordinated Unarmed Assault on NGO in Seoul. Attribution to Domestic militant cell.
1970001986,2019,8,12,Taiwan,East Asia,Taipei,Assassination,NGO,Domestic militant cell,Incendiary,163,256,Coordinated Assassination on NGO in Taipei. Attribution to Domestic militant cell.
